,Date,Result,Rounds,Map,Position,Kills,Assists,Deaths,KR,KD,HS,HSP,Period
342,b'2018-03-18',1,24,cache,3,19,6,13,0.79,1.46,8,42,2
343,b'2018-03-18',1,19,inferno,2,20,7,12,1.05,1.67,6,30,2
344,b'2018-03-19',1,30,mirage,4,17,5,21,0.57,0.81,4,24,2
345,b'2018-03-19',0,28,mirage,5,11,7,22,0.39,0.5,5,45,2
346,b'2018-03-19',0,36,dust2,2,28,9,27,0.78,1.04,12,43,2
347,b'2018-03-19',1,25,inferno,3,18,4,13,0.72,1.38,3,17,2
348,b'2018-03-19',1,27,mirage,3,18,3,19,0.67,0.95,8,44,2
349,b'2018-03-19',0,27,mirage,2,21,2,17,0.78,1.24,10,48,2
350,b'2018-03-19',0,23,overpass,5,10,3,17,0.43,0.59,4,40,2
351,b'2018-03-19',1,14,overpass,5,9,3,4,0.64,2.25,2,22,2
352,b'2018-03-20',0,21,overpass,5,12,1,18,0.57,0.67,6,50,2
353,b'2018-03-20',0,30,inferno,3,20,3,21,0.67,0.95,7,35,2
354,b'2018-03-20',0,29,cache,1,26,1,21,0.9,1.24,5,19,2
355,b'2018-03-20',1,29,cache,4,14,5,21,0.48,0.67,7,50,2
356,b'2018-03-20',1,19,train,1,21,5,8,1.11,2.62,4,19,2
357,b'2018-03-20',1,20,cache,5,12,4,12,0.6,1.0,5,42,2
358,b'2018-03-20',0,35,mirage,1,29,6,25,0.83,1.16,9,31,2
359,b'2018-03-20',1,21,inferno,4,16,4,14,0.76,1.14,5,31,2
360,b'2018-03-20',0,34,mirage,2,24,8,26,0.71,0.92,13,54,2
361,b'2018-03-20',1,24,dust2,3,16,4,14,0.67,1.14,7,44,2
362,b'2018-03-20',1,28,overpass,4,18,6,19,0.64,0.95,5,28,2
363,b'2018-03-20',0,27,mirage,4,17,0,21,0.63,0.81,5,29,2
364,b'2018-03-20',0,24,cache,4,12,5,19,0.5,0.63,1,8,2
365,b'2018-03-20',0,25,cbble,5,7,4,21,0.28,0.33,1,14,2
366,b'2018-03-20',1,35,overpass,3,26,10,23,0.74,1.13,12,46,2
367,b'2018-03-21',1,26,overpass,5,12,3,17,0.46,0.71,8,67,2
368,b'2018-03-21',1,36,cache,2,31,6,25,0.86,1.24,12,39,2
369,b'2018-03-21',0,24,train,1,16,3,20,0.67,0.8,6,38,2
370,b'2018-03-21',1,26,dust2,2,22,2,16,0.85,1.38,7,32,2
371,b'2018-03-21',1,28,cache,2,21,3,19,0.75,1.11,10,48,2
372,b'2018-03-21',1,25,cbble,5,15,2,16,0.6,0.94,5,33,2
373,b'2018-03-21',0,28,cache,5,14,3,20,0.5,0.7,7,50,2
374,b'2018-03-21',1,23,inferno,5,15,3,10,0.65,1.5,8,53,2
375,b'2018-03-22',0,27,mirage,5,13,6,20,0.48,0.65,4,31,2
376,b'2018-03-22',1,26,inferno,4,14,8,16,0.54,0.88,1,7,2
377,b'2018-03-22',0,36,cache,3,21,2,24,0.58,0.88,9,43,2
378,b'2018-03-22',0,27,cache,3,14,5,19,0.52,0.74,2,14,2
379,b'2018-03-22',1,28,train,4,20,2,18,0.71,1.11,7,35,2
380,b'2018-03-22',0,20,dust2,5,3,0,19,0.15,0.16,1,33,2
381,b'2018-03-23',0,24,cache,1,19,1,20,0.79,0.95,5,26,2
382,b'2018-03-23',1,28,cache,4,19,7,18,0.68,1.06,11,58,2
383,b'2018-03-23',0,30,cache,4,21,9,22,0.7,0.95,8,38,2
384,b'2018-03-23',0,24,cache,5,10,3,21,0.42,0.48,4,40,2
385,b'2018-03-23',0,35,cache,2,24,5,25,0.69,0.96,12,50,2
386,b'2018-03-23',1,29,overpass,2,24,1,15,0.83,1.6,9,38,2
387,b'2018-03-23',0,36,cache,5,23,0,27,0.64,0.85,5,22,2
388,b'2018-03-23',0,24,cache,4,8,2,19,0.33,0.42,0,0,2
389,b'2018-03-23',1,30,mirage,3,19,4,22,0.63,0.86,2,11,2
390,b'2018-03-23',0,26,mirage,4,15,2,18,0.58,0.83,7,47,2
391,b'2018-03-23',1,24,cache,3,19,6,14,0.79,1.36,6,32,2
392,b'2018-03-23',0,35,overpass,5,15,7,25,0.43,0.6,1,7,2
393,b'2018-03-23',1,25,cache,5,12,5,14,0.48,0.86,8,67,2
394,b'2018-03-23',1,10,overpass,3,9,4,7,0.9,1.29,2,22,2
395,b'2018-03-23',0,20,overpass,2,14,3,14,0.7,1.0,3,21,2
396,b'2018-03-23',0,19,inferno,2,11,3,16,0.58,0.69,3,27,2
397,b'2018-03-24',0,34,cache,3,25,4,23,0.74,1.09,9,36,2
398,b'2018-03-24',0,25,inferno,1,19,3,19,0.76,1.0,4,21,2
399,b'2018-03-24',0,24,mirage,2,19,0,19,0.79,1.0,5,26,2
400,b'2018-03-24',1,19,train,2,18,4,7,0.95,2.57,7,39,2
401,b'2018-03-24',1,26,dust2,4,15,4,12,0.58,1.25,4,27,2
402,b'2018-03-24',0,20,cbble,4,8,3,17,0.4,0.47,2,25,2
403,b'2018-03-24',0,36,overpass,3,24,7,27,0.67,0.89,4,17,2
404,b'2018-03-24',0,19,mirage,2,8,2,17,0.42,0.47,4,50,2
405,b'2018-03-24',1,21,overpass,1,22,4,10,1.05,2.2,4,18,2
406,b'2018-03-24',1,30,overpass,2,26,2,16,0.87,1.62,7,27,2
407,b'2018-03-24',0,29,cache,5,12,5,24,0.41,0.5,5,42,2
408,b'2018-03-24',0,30,mirage,2,24,2,23,0.8,1.04,7,29,2
409,b'2018-03-24',0,29,cbble,5,12,2,21,0.41,0.57,4,33,2
410,b'2018-03-24',1,20,mirage,4,16,2,10,0.8,1.6,3,19,2
411,b'2018-03-25',1,27,train,2,23,4,15,0.85,1.53,7,30,2
412,b'2018-03-25',1,29,cache,2,23,4,21,0.79,1.1,5,22,2
413,b'2018-03-25',0,30,cache,3,19,4,22,0.63,0.86,6,32,2
414,b'2018-03-25',0,30,mirage,4,14,5,20,0.47,0.7,6,43,2
415,b'2018-03-25',1,18,mirage,1,24,3,10,1.33,2.4,10,42,2
416,b'2018-03-25',0,30,mirage,2,24,8,21,0.8,1.14,11,46,2
417,b'2018-03-25',1,10,overpass,1,15,4,2,1.5,7.5,4,27,2
418,b'2018-03-25',1,17,overpass,5,6,4,7,0.35,0.86,1,17,2
419,b'2018-03-25',0,30,mirage,4,19,6,20,0.63,0.95,9,47,2
420,b'2018-03-25',0,22,overpass,1,19,1,19,0.86,1.0,8,42,2
421,b'2018-03-25',0,24,train,2,15,1,16,0.62,0.94,5,33,2
422,b'2018-03-25',0,26,mirage,5,8,8,23,0.31,0.35,6,75,2
423,b'2018-03-25',0,30,inferno,2,24,5,24,0.8,1.0,12,50,2
424,b'2018-03-25',1,20,cache,3,17,5,11,0.85,1.55,4,24,2
425,b'2018-03-25',0,26,mirage,5,7,1,12,0.27,0.58,2,29,2
426,b'2018-03-26',0,28,mirage,2,23,3,18,0.82,1.28,7,30,2
427,b'2018-03-26',1,14,cbble,3,12,3,6,0.86,2.0,5,42,2
428,b'2018-03-26',0,25,mirage,3,12,0,17,0.48,0.71,5,42,2
429,b'2018-03-26',0,19,cache,3,11,3,18,0.58,0.61,5,45,2
430,b'2018-03-26',1,34,cbble,3,25,8,23,0.74,1.09,5,20,2
431,b'2018-03-26',1,21,cbble,4,13,4,13,0.62,1.0,5,38,2
432,b'2018-03-26',1,25,mirage,5,13,7,16,0.52,0.81,4,31,2
433,b'2018-03-26',1,25,mirage,3,17,3,15,0.68,1.13,10,59,2
434,b'2018-03-26',0,20,dust2,4,9,2,18,0.45,0.5,2,22,2
435,b'2018-03-26',0,28,cache,5,9,2,21,0.32,0.43,6,67,2
436,b'2018-03-26',1,22,mirage,1,19,0,11,0.86,1.73,6,32,2
437,b'2018-03-26',0,28,cache,4,15,0,18,0.54,0.83,7,47,2
438,b'2018-03-26',1,25,mirage,4,15,3,14,0.6,1.07,6,40,2
439,b'2018-03-26',0,26,mirage,2,18,6,21,0.69,0.86,6,33,2
440,b'2018-03-27',1,19,overpass,3,15,4,12,0.79,1.25,6,40,2
441,b'2018-03-27',0,23,nuke,4,12,4,17,0.52,0.71,3,25,2
442,b'2018-03-27',0,27,cache,2,26,6,22,0.96,1.18,11,42,2
443,b'2018-03-27',1,35,inferno,4,23,3,22,0.66,1.05,9,39,2
444,b'2018-03-27',1,18,mirage,4,14,3,9,0.78,1.56,3,21,2
445,b'2018-03-27',1,26,cache,2,21,1,15,0.81,1.4,8,38,2
446,b'2018-03-28',1,20,mirage,3,19,2,6,0.95,3.17,9,47,2
447,b'2018-03-28',0,24,inferno,3,13,6,17,0.54,0.76,3,23,2
448,b'2018-03-28',0,24,cache,1,29,3,20,1.21,1.45,6,21,2
449,b'2018-03-28',1,12,cbble,3,9,0,4,0.75,2.25,6,67,2
450,b'2018-03-28',1,25,overpass,1,25,8,15,1.0,1.67,2,8,2
451,b'2018-03-28',0,23,mirage,4,11,0,20,0.48,0.55,6,55,2
452,b'2018-03-28',1,29,mirage,5,16,3,20,0.55,0.8,7,44,2
453,b'2018-03-29',0,19,cache,3,8,1,17,0.42,0.47,5,62,2
454,b'2018-03-29',1,24,cbble,4,15,3,14,0.62,1.07,6,40,2
455,b'2018-03-29',1,36,overpass,2,34,3,21,0.94,1.62,10,29,2
456,b'2018-03-29',1,28,mirage,3,18,6,24,0.64,0.75,10,56,2
457,b'2018-03-29',0,29,mirage,5,18,8,20,0.62,0.9,6,33,2
458,b'2018-03-29',0,24,train,3,12,4,22,0.5,0.55,5,42,2
459,b'2018-03-29',1,24,mirage,4,16,6,14,0.67,1.14,6,38,2
460,b'2018-03-29',0,24,mirage,2,16,2,20,0.67,0.8,3,19,2
461,b'2018-03-29',0,27,cache,4,13,3,21,0.48,0.62,5,38,2
462,b'2018-03-30',1,28,dust2,4,19,7,17,0.68,1.12,7,37,2
463,b'2018-03-30',0,26,cache,2,18,7,20,0.69,0.9,6,33,2
464,b'2018-03-30',0,24,mirage,1,22,4,19,0.92,1.16,11,50,2
465,b'2018-03-30',1,28,cache,5,14,1,15,0.5,0.93,4,29,2
466,b'2018-03-30',0,26,train,3,13,1,20,0.5,0.65,5,38,2
467,b'2018-03-31',0,24,inferno,3,16,7,18,0.67,0.89,4,25,2
468,b'2018-03-31',1,22,cache,4,15,3,13,0.68,1.15,6,40,2
469,b'2018-03-31',1,26,mirage,2,24,3,15,0.92,1.6,11,46,2
470,b'2018-03-31',0,27,cache,1,22,5,21,0.81,1.05,5,23,2
471,b'2018-04-01',1,22,inferno,5,17,7,11,0.77,1.55,2,12,2
472,b'2018-04-01',1,21,mirage,4,17,2,13,0.81,1.31,10,59,2
473,b'2018-04-03',1,35,train,4,20,3,24,0.57,0.83,5,25,2
474,b'2018-04-03',0,36,mirage,2,32,8,26,0.89,1.23,14,44,2
475,b'2018-04-04',1,36,cache,2,33,10,25,0.92,1.32,9,27,2
476,b'2018-04-04',0,27,cbble,4,14,6,24,0.52,0.58,6,43,2
477,b'2018-04-04',1,24,cache,1,33,3,13,1.38,2.54,5,15,2
478,b'2018-04-04',0,23,cache,2,16,2,21,0.7,0.76,5,31,2
479,b'2018-04-04',0,21,mirage,5,8,1,21,0.38,0.38,2,25,2
480,b'2018-04-04',0,30,inferno,5,18,7,23,0.6,0.78,6,33,2
481,b'2018-04-04',1,29,mirage,2,27,5,18,0.93,1.5,6,22,2
482,b'2018-04-04',0,24,dust2,3,16,3,19,0.67,0.84,3,19,2
483,b'2018-04-04',1,28,mirage,3,23,5,22,0.82,1.05,8,35,2
484,b'2018-04-04',1,20,cache,2,20,1,11,1.0,1.82,8,40,2
485,b'2018-04-05',1,26,cache,3,18,4,20,0.69,0.9,12,67,2
486,b'2018-04-05',0,22,cache,3,9,2,19,0.41,0.47,3,33,2
487,b'2018-04-05',0,26,mirage,3,18,5,22,0.69,0.82,6,33,2
488,b'2018-04-05',0,23,mirage,1,19,4,18,0.83,1.06,6,32,2
489,b'2018-04-05',1,20,cache,4,15,2,5,0.75,3.0,4,27,2
490,b'2018-04-05',1,14,mirage,4,9,5,4,0.64,2.25,1,11,2
491,b'2018-04-05',1,24,overpass,1,25,3,12,1.04,2.08,9,36,2
492,b'2018-04-05',0,20,cache,5,6,4,18,0.3,0.33,2,33,2
493,b'2018-04-05',0,21,cache,5,4,5,19,0.19,0.21,2,50,2
494,b'2018-04-05',0,17,cache,1,11,0,14,0.65,0.79,4,36,2
495,b'2018-04-05',1,28,cache,5,18,6,21,0.64,0.86,7,39,2
496,b'2018-04-06',1,23,overpass,3,19,3,14,0.83,1.36,4,21,2
497,b'2018-04-06',0,11,cache,2,8,1,7,0.73,1.14,3,38,2
498,b'2018-04-06',0,28,cache,1,22,4,22,0.79,1.0,5,23,2
499,b'2018-04-06',1,25,mirage,1,25,4,16,1.0,1.56,9,36,2
500,b'2018-04-06',0,48,mirage,2,37,7,35,0.77,1.06,11,30,2
501,b'2018-04-06',1,19,mirage,1,25,2,6,1.32,4.17,8,32,2
502,b'2018-04-06',1,25,inferno,4,13,2,15,0.52,0.87,6,46,2
503,b'2018-04-06',1,23,cache,1,23,2,11,1.0,2.09,9,39,2
504,b'2018-04-06',0,23,mirage,3,15,2,20,0.65,0.75,8,53,2
505,b'2018-04-06',1,27,cache,1,27,4,19,1.0,1.42,12,44,2
506,b'2018-04-06',0,30,cache,5,13,3,23,0.43,0.57,7,54,2
507,b'2018-04-06',1,27,cache,2,22,7,17,0.81,1.29,9,41,2
508,b'2018-04-06',1,23,cache,4,15,5,14,0.65,1.07,4,27,2
509,b'2018-04-06',1,12,inferno,5,8,1,3,0.67,2.67,3,38,2
510,b'2018-04-06',1,21,overpass,1,24,5,11,1.14,2.18,7,29,2
511,b'2018-04-07',1,25,inferno,1,23,5,14,0.92,1.64,7,30,2
512,b'2018-04-07',0,30,cache,2,23,3,24,0.77,0.96,8,35,2
513,b'2018-04-07',1,25,overpass,5,16,1,12,0.64,1.33,4,25,2
514,b'2018-04-07',0,20,inferno,4,9,4,19,0.45,0.47,4,44,2
515,b'2018-04-07',1,25,dust2,3,19,6,12,0.76,1.58,4,21,2
516,b'2018-04-07',1,26,mirage,1,23,7,17,0.88,1.35,10,43,2
517,b'2018-04-08',0,42,overpass,5,16,3,31,0.38,0.52,6,38,2
518,b'2018-04-08',1,30,cache,3,22,2,19,0.73,1.16,8,36,2
519,b'2018-04-08',0,30,mirage,1,27,0,19,0.9,1.42,9,33,2
520,b'2018-04-08',0,14,inferno,3,7,0,10,0.5,0.7,1,14,2
521,b'2018-04-08',1,10,cache,1,11,0,2,1.1,5.5,3,27,2
522,b'2018-04-11',1,27,cache,4,17,7,18,0.63,0.94,4,24,2
523,b'2018-04-11',0,20,cache,1,16,1,18,0.8,0.89,6,38,2
524,b'2018-04-11',1,22,cache,1,27,3,14,1.23,1.93,10,37,2
525,b'2018-04-11',0,34,inferno,5,16,8,28,0.47,0.57,7,44,2
526,b'2018-04-12',1,18,dust2,4,12,6,8,0.67,1.5,6,50,2
527,b'2018-04-12',1,26,overpass,4,18,9,18,0.69,1.0,6,33,2
528,b'2018-04-12',0,27,cache,1,22,0,17,0.81,1.29,9,41,2
529,b'2018-04-12',1,30,cache,5,16,9,23,0.53,0.7,6,38,2
530,b'2018-04-12',0,24,mirage,5,9,7,20,0.38,0.45,6,67,2
531,b'2018-04-12',0,26,train,4,16,2,21,0.62,0.76,3,19,2
532,b'2018-04-13',0,28,cbble,3,20,4,18,0.71,1.11,10,50,2
533,b'2018-04-13',1,20,cache,1,20,3,10,1.0,2.0,7,35,2
534,b'2018-04-13',1,19,mirage,3,18,4,10,0.95,1.8,10,56,2
535,b'2018-04-13',0,28,overpass,4,17,5,23,0.61,0.74,3,18,2
536,b'2018-04-13',0,36,cbble,2,33,8,26,0.92,1.27,11,33,2
537,b'2018-04-13',1,22,mirage,3,17,3,15,0.77,1.13,6,35,2
538,b'2018-04-13',1,21,inferno,4,15,2,12,0.71,1.25,3,20,2
539,b'2018-04-13',0,29,overpass,1,23,10,24,0.79,0.96,11,48,2
540,b'2018-04-13',1,26,mirage,5,7,7,19,0.27,0.37,1,14,2
541,b'2018-04-13',0,42,inferno,3,21,4,31,0.5,0.68,9,43,2
542,b'2018-04-13',1,26,cache,4,19,9,19,0.73,1.0,4,21,2
543,b'2018-04-13',0,10,dust2,2,6,0,7,0.6,0.86,2,33,2
544,b'2018-04-13',1,29,mirage,4,19,6,19,0.66,1.0,4,21,2
545,b'2018-04-14',0,24,mirage,2,19,2,18,0.79,1.06,10,53,2
546,b'2018-04-14',0,30,inferno,2,23,4,22,0.77,1.05,7,30,2
547,b'2018-04-14',0,30,inferno,3,24,3,21,0.8,1.14,6,25,2
548,b'2018-04-14',1,52,cache,2,45,8,35,0.87,1.29,20,44,2
549,b'2018-04-14',1,27,overpass,4,18,4,20,0.67,0.9,8,44,2
550,b'2018-04-15',1,42,mirage,3,23,8,32,0.55,0.72,7,30,2
551,b'2018-04-15',0,34,mirage,3,22,2,24,0.65,0.92,10,45,2
552,b'2018-04-16',1,29,cbble,5,16,6,20,0.55,0.8,3,19,2
553,b'2018-04-16',1,30,inferno,1,28,2,19,0.93,1.47,10,36,2
554,b'2018-04-16',0,30,cache,2,22,2,19,0.73,1.16,6,27,2
555,b'2018-04-16',1,35,cbble,1,38,3,22,1.09,1.73,10,26,2
556,b'2018-04-16',1,28,inferno,2,25,1,20,0.89,1.25,9,36,2
557,b'2018-04-16',1,28,cache,4,18,5,18,0.64,1.0,7,39,2
558,b'2018-04-16',0,24,overpass,4,14,0,20,0.58,0.7,6,43,2
559,b'2018-04-18',1,26,mirage,2,20,1,14,0.77,1.43,4,20,2
560,b'2018-04-18',0,35,mirage,2,29,8,24,0.83,1.21,11,38,2
561,b'2018-04-19',1,27,mirage,5,11,6,20,0.41,0.55,9,82,2
562,b'2018-04-19',1,30,mirage,3,19,6,20,0.63,0.95,5,26,2
563,b'2018-04-19',0,29,cache,5,9,6,23,0.31,0.39,3,33,2
564,b'2018-04-19',0,25,cache,5,8,5,22,0.32,0.36,1,12,2
565,b'2018-04-19',1,24,mirage,3,17,1,13,0.71,1.31,5,29,2
566,b'2018-04-19',0,25,inferno,5,5,2,20,0.2,0.25,2,40,2
567,b'2018-04-19',1,21,cache,4,16,3,10,0.76,1.6,7,44,2
568,b'2018-04-19',0,27,mirage,4,16,5,22,0.59,0.73,7,44,2
569,b'2018-04-19',0,24,cache,5,12,1,21,0.5,0.57,8,67,2
570,b'2018-04-19',1,28,mirage,3,22,2,17,0.79,1.29,9,41,2
571,b'2018-04-20',1,26,overpass,4,16,5,19,0.62,0.84,5,31,2
572,b'2018-04-20',1,26,cbble,2,24,0,19,0.92,1.26,12,50,2
573,b'2018-04-21',1,27,overpass,2,20,6,20,0.74,1.0,9,45,2
574,b'2018-04-21',1,22,cache,5,15,5,13,0.68,1.15,4,27,2
575,b'2018-04-21',0,24,cache,2,15,2,18,0.62,0.83,3,20,2
576,b'2018-04-22',0,20,dust2,4,7,2,17,0.35,0.41,4,57,2
577,b'2018-04-22',0,25,cache,3,14,6,20,0.56,0.7,6,43,2
578,b'2018-04-23',1,28,inferno,4,18,2,16,0.64,1.12,6,33,2
579,b'2018-04-23',0,21,mirage,4,8,2,17,0.38,0.47,4,50,2
580,b'2018-04-23',0,47,mirage,4,28,7,31,0.6,0.9,13,46,2
581,b'2018-04-23',0,40,mirage,1,32,8,29,0.8,1.1,5,16,2
582,b'2018-04-23',1,28,cbble,3,22,3,18,0.79,1.22,8,36,2
583,b'2018-04-23',1,30,mirage,3,22,6,22,0.73,1.0,5,23,2
584,b'2018-04-24',0,30,mirage,3,22,3,22,0.73,1.0,10,45,2
585,b'2018-04-25',1,25,mirage,4,16,5,15,0.64,1.07,8,50,2
586,b'2018-04-25',0,34,mirage,2,27,0,22,0.79,1.23,9,33,2
587,b'2018-04-25',0,36,mirage,2,30,3,24,0.83,1.25,9,30,2
588,b'2018-04-25',0,20,cache,2,13,2,17,0.65,0.76,6,46,2
589,b'2018-04-25',0,27,inferno,2,18,1,21,0.67,0.86,6,33,2
590,b'2018-04-25',0,25,mirage,2,15,1,17,0.6,0.88,6,40,2
591,b'2018-04-25',1,26,cache,5,10,4,20,0.38,0.5,5,50,2
592,b'2018-04-25',1,22,mirage,3,17,2,14,0.77,1.21,8,47,2
593,b'2018-04-26',1,24,mirage,2,22,5,13,0.92,1.69,10,45,2
594,b'2018-04-26',1,21,dust2,5,16,8,13,0.76,1.23,8,50,2
595,b'2018-04-26',0,21,inferno,3,12,1,19,0.57,0.63,2,17,2
596,b'2018-04-27',1,30,mirage,4,20,2,20,0.67,1.0,6,30,2
597,b'2018-04-27',1,24,cache,5,14,3,11,0.58,1.27,1,7,2
598,b'2018-04-27',0,20,dust2,5,6,3,18,0.3,0.33,2,33,2
599,b'2018-04-28',0,35,mirage,1,28,3,27,0.8,1.04,7,25,2
600,b'2018-04-28',1,20,train,2,18,2,11,0.9,1.64,7,39,2
601,b'2018-05-03',1,10,mirage,5,4,1,3,0.4,1.33,2,50,3
602,b'2018-05-03',1,24,cache,3,20,3,17,0.83,1.18,12,60,3
603,b'2018-05-03',0,30,cache,3,21,3,22,0.7,0.95,11,52,3
604,b'2018-05-03',1,35,overpass,5,14,9,28,0.4,0.5,4,29,3
605,b'2018-05-03',1,28,mirage,5,13,3,22,0.46,0.59,1,8,3
606,b'2018-05-03',1,25,inferno,4,19,4,18,0.76,1.06,7,37,3
607,b'2018-05-04',1,21,cache,3,17,5,12,0.81,1.42,7,41,3
608,b'2018-05-04',0,25,cache,4,13,5,18,0.52,0.72,1,8,3
609,b'2018-05-04',1,22,inferno,4,14,3,11,0.64,1.27,4,29,3
610,b'2018-05-05',0,40,overpass,5,18,5,34,0.45,0.53,6,33,3
611,b'2018-05-05',0,26,overpass,4,13,6,20,0.5,0.65,6,46,3
612,b'2018-05-05',0,20,mirage,2,9,3,17,0.45,0.53,3,33,3
613,b'2018-05-05',1,22,mirage,2,22,6,14,1.0,1.57,8,36,3
614,b'2018-05-05',1,20,mirage,5,12,5,8,0.6,1.5,4,33,3
615,b'2018-05-05',1,21,dust2,5,10,8,12,0.48,0.83,3,30,3
616,b'2018-05-05',0,24,mirage,5,8,2,18,0.33,0.44,3,38,3
617,b'2018-05-05',0,24,mirage,4,15,2,19,0.62,0.79,4,27,3
618,b'2018-05-06',0,41,mirage,4,23,5,26,0.56,0.88,8,35,3
619,b'2018-05-06',0,26,mirage,2,15,4,21,0.58,0.71,7,47,3
620,b'2018-05-06',0,27,cache,5,14,1,21,0.52,0.67,4,29,3
621,b'2018-05-06',1,30,mirage,2,25,5,19,0.83,1.32,11,44,3
622,b'2018-05-06',0,34,cache,2,24,4,27,0.71,0.89,10,42,3
623,b'2018-05-06',0,29,cbble,2,21,2,21,0.72,1.0,6,29,3
624,b'2018-05-06',1,24,cache,2,19,1,12,0.79,1.58,5,26,3
625,b'2018-05-06',0,28,cache,3,16,3,21,0.57,0.76,7,44,3
626,b'2018-05-06',0,22,dust2,4,11,1,19,0.5,0.58,3,27,3
627,b'2018-05-07',1,22,mirage,5,13,6,15,0.59,0.87,5,38,3
628,b'2018-05-08',0,21,mirage,3,13,1,19,0.62,0.68,4,31,3
629,b'2018-05-08',1,29,nuke,2,23,10,19,0.79,1.21,14,61,3
630,b'2018-05-08',0,30,nuke,4,19,3,23,0.63,0.83,4,21,3
631,b'2018-05-08',0,30,cache,3,20,0,24,0.67,0.83,6,30,3
632,b'2018-05-08',1,21,train,5,11,7,12,0.52,0.92,7,64,3
633,b'2018-05-08',1,34,inferno,5,21,4,23,0.62,0.91,9,43,3
634,b'2018-05-08',1,23,mirage,5,14,2,13,0.61,1.08,0,0,3
635,b'2018-05-08',1,24,mirage,1,26,3,12,1.08,2.17,12,46,3
636,b'2018-05-09',0,27,cache,5,13,6,22,0.48,0.59,6,46,3
637,b'2018-05-10',0,23,mirage,1,19,3,17,0.83,1.12,5,26,3
638,b'2018-05-10',0,21,mirage,3,10,3,19,0.48,0.53,8,80,3
639,b'2018-05-10',0,30,cbble,3,22,1,23,0.73,0.96,7,32,3
640,b'2018-05-10',1,35,cache,4,22,3,26,0.63,0.85,7,32,3
641,b'2018-05-11',0,23,mirage,4,10,1,19,0.43,0.53,2,20,3
642,b'2018-05-11',1,29,mirage,3,21,3,18,0.72,1.17,6,29,3
643,b'2018-05-11',0,23,mirage,3,12,4,20,0.52,0.6,4,33,3
644,b'2018-05-11',0,19,cache,4,10,2,18,0.53,0.56,4,40,3
645,b'2018-05-11',1,22,mirage,4,13,4,14,0.59,0.93,1,8,3
646,b'2018-05-14',1,30,cache,3,23,6,22,0.77,1.05,5,22,3
647,b'2018-05-14',0,24,inferno,2,15,2,18,0.62,0.83,6,40,3
648,b'2018-05-14',1,29,cache,1,29,2,21,1.0,1.38,14,48,3
649,b'2018-05-14',1,28,cache,5,16,5,19,0.57,0.84,7,44,3
650,b'2018-05-15',1,30,overpass,2,23,6,22,0.77,1.05,7,30,3
651,b'2018-05-15',1,27,mirage,2,22,4,18,0.81,1.22,9,41,3
652,b'2018-05-15',1,35,overpass,3,27,6,21,0.77,1.29,6,22,3
653,b'2018-05-15',1,30,inferno,5,14,6,20,0.47,0.7,4,29,3
654,b'2018-05-16',1,21,inferno,4,12,2,12,0.57,1.0,4,33,3
655,b'2018-05-16',0,26,overpass,4,12,6,18,0.46,0.67,3,25,3
656,b'2018-05-16',0,26,dust2,1,22,5,19,0.85,1.16,8,36,3
657,b'2018-05-17',1,19,mirage,5,11,2,11,0.58,1.0,3,27,3
658,b'2018-05-17',0,36,inferno,5,17,4,25,0.47,0.68,5,29,3
659,b'2018-05-17',1,36,cache,4,21,5,27,0.58,0.78,6,29,3
660,b'2018-05-18',1,30,mirage,2,25,9,21,0.83,1.19,8,32,3
661,b'2018-05-19',0,29,inferno,1,27,6,20,0.93,1.35,11,41,3
662,b'2018-05-19',1,27,dust2,1,25,7,21,0.93,1.19,11,44,3
663,b'2018-05-19',0,28,mirage,2,19,3,18,0.68,1.06,5,26,3
664,b'2018-05-19',1,23,mirage,2,21,5,15,0.91,1.4,9,43,3
665,b'2018-05-19',0,25,overpass,5,11,2,20,0.44,0.55,4,36,3
666,b'2018-05-19',1,28,cache,4,18,3,19,0.64,0.95,8,44,3
667,b'2018-05-20',1,27,mirage,2,22,5,20,0.81,1.1,10,45,3
668,b'2018-05-20',0,28,nuke,4,16,2,24,0.57,0.67,2,12,3
669,b'2018-05-20',1,27,train,3,20,4,16,0.74,1.25,6,30,3
670,b'2018-05-20',0,30,cache,4,18,5,21,0.6,0.86,6,33,3
671,b'2018-05-20',0,27,inferno,5,10,5,18,0.37,0.56,3,30,3
672,b'2018-05-20',0,19,cache,2,12,0,16,0.63,0.75,5,42,3
673,b'2018-05-20',0,24,cache,5,9,2,18,0.38,0.5,3,33,3
674,b'2018-05-20',0,28,cache,4,14,3,21,0.5,0.67,3,21,3
675,b'2018-05-20',0,30,mirage,3,21,3,23,0.7,0.91,5,24,3
676,b'2018-05-21',1,26,inferno,3,20,4,18,0.77,1.11,6,30,3
677,b'2018-05-21',0,26,dust2,2,21,2,19,0.81,1.11,8,38,3
678,b'2018-05-21',0,21,inferno,3,10,2,21,0.48,0.48,2,20,3
679,b'2018-05-21',1,36,mirage,3,24,3,24,0.67,1.0,4,17,3
680,b'2018-05-21',0,22,mirage,2,12,2,17,0.55,0.71,5,42,3
681,b'2018-05-21',0,26,overpass,3,16,2,18,0.62,0.89,3,19,3
682,b'2018-05-21',1,20,cache,4,17,1,9,0.85,1.89,4,24,3
683,b'2018-05-21',0,30,mirage,5,11,4,24,0.37,0.46,5,45,3
684,b'2018-05-22',1,25,mirage,4,13,5,15,0.52,0.87,5,38,3
